image_name,label,temperature,humidity,plant_id,capture_date,day_id,remaining_days,path,p_fresh,p_slightly_aged,p_near_spoilage,p_spoiled,pred_label
10.38pm_6038.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.38pm_6038.jpg,0.9166409,0.083155856,0.00019997994,3.2269816e-06,fresh
10.38pm_IMG_6037.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.38pm_IMG_6037.jpg,0.9213046,0.078546934,0.00014592071,2.4886397e-06,fresh
10.39pm_IMG_6055.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.39pm_IMG_6055.jpg,0.9374304,0.061954413,0.0006138831,1.3235224e-06,fresh
10.40pm_IMG_6070.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.40pm_IMG_6070.jpg,0.9983718,0.0015202082,0.0001078966,8.368978e-08,fresh
10.42pm_IMG_6089.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.42pm_IMG_6089.jpg,0.87245077,0.12703311,0.00050520326,1.0884297e-05,fresh
10.43pm_IMG_6090.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.43pm_IMG_6090.jpg,0.57624745,0.42316854,0.00057580986,8.1948965e-06,fresh
10.44pm_IMG_6108.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.44pm_IMG_6108.jpg,0.97275734,0.027124893,0.000112940965,4.861073e-06,fresh
10.45pm_IMG_6130.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.45pm_IMG_6130.jpg,0.80462754,0.19492355,0.00044801028,8.583899e-07,fresh
10.46pm_IMG_6139.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.46pm_IMG_6139.jpg,0.91103053,0.08887824,8.866565e-05,2.6463526e-06,fresh
10.47pm_IMG_6156.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.47pm_IMG_6156.jpg,0.9984188,0.0015725384,8.274723e-06,3.3265945e-07,fresh
10.48pm_IMG_6159.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.48pm_IMG_6159.jpg,0.9917047,0.008270474,2.367775e-05,1.2206681e-06,fresh
10.49pm_IMG_6169.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.49pm_IMG_6169.jpg,0.98578346,0.014209685,6.6682705e-06,9.358293e-08,fresh
10.50pm_IMG_6179.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.50pm_IMG_6179.jpg,0.9477313,0.05217363,9.4728755e-05,2.909308e-07,fresh
10.51pm_IMG_6187.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.51pm_IMG_6187.jpg,0.9344829,0.0655106,6.507247e-06,8.613473e-09,fresh
10.52pm_IMG_6197.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.52pm_IMG_6197.jpg,0.10329372,0.8964304,0.00027549948,3.9036064e-07,slightly_aged
10.54pm_IMG_6213.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.54pm_IMG_6213.jpg,0.54451656,0.45546943,1.3954631e-05,5.6810737e-08,fresh
10.55pm_IMG_6221.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.55pm_IMG_6221.jpg,0.44101077,0.5579623,0.0010250334,1.8851315e-06,slightly_aged
10.56pm_IMG_6230.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.56pm_IMG_6230.jpg,0.98545235,0.014479037,6.832352e-05,2.9127077e-07,fresh
10.57pm_IMG_6234.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.57pm_IMG_6234.jpg,0.9516395,0.048249062,0.00011104358,2.9680845e-07,fresh
10.58pm_IMG_6248.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.58pm_IMG_6248.jpg,0.9936225,0.006340411,3.615476e-05,8.929132e-07,fresh
10.59pm_IMG_6253.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/10.59pm_IMG_6253.jpg,0.8331011,0.16674368,0.00015203391,3.155875e-06,fresh
11.01pm_IMG_6275.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/11.01pm_IMG_6275.jpg,0.7938885,0.20522377,0.0008861209,1.62546e-06,fresh
11.02pm_IMG_6281.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/11.02pm_IMG_6281.jpg,0.8904284,0.10920973,0.00036113508,7.242521e-07,fresh
11.03pm_IMG_6294.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/11.03pm_IMG_6294.jpg,0.9761475,0.02367167,0.00017994053,9.822874e-07,fresh
11.04pm_IMG_6305.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/11.04pm_IMG_6305.jpg,0.99502665,0.004862527,9.7164215e-05,1.3620888e-05,fresh
11pm_IMG_6263.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/11pm_IMG_6263.jpg,0.9341916,0.06490219,0.00090536097,7.5643817e-07,fresh
2025.10.19.10.22pm_IMG_02.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.22pm_IMG_02.jpg,0.39598167,0.60365295,0.0003642858,1.0741292e-06,slightly_aged
2025.10.19.10.23pm_IMG_03.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_03.jpg,0.9084476,0.090156116,0.0013863873,9.836473e-06,fresh
2025.10.19.10.23pm_IMG_04.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_04.jpg,0.99165606,0.007730213,0.0006111137,2.5975648e-06,fresh
2025.10.19.10.23pm_IMG_05.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_05.jpg,0.99601483,0.0034565562,0.00052666664,1.903909e-06,fresh
2025.10.19.10.23pm_IMG_06.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_06.jpg,0.99814034,0.0017077893,0.0001497466,1.9874103e-06,fresh
2025.10.19.10.23pm_IMG_07.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_07.jpg,0.9983917,0.0013422853,0.00026022768,5.8077903e-06,fresh
2025.10.19.10.23pm_IMG_08.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_08.jpg,0.99474806,0.0050251535,0.00022499943,1.7286184e-06,fresh
2025.10.19.10.23pm_IMG_09.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_09.jpg,0.96736825,0.031862553,0.000766396,2.782872e-06,fresh
2025.10.19.10.23pm_IMG_10.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_10.jpg,0.98854625,0.0100999605,0.0013437202,9.980925e-06,fresh
2025.10.19.10.23pm_IMG_11.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_11.jpg,0.998638,0.0010681337,0.00029225153,1.6354192e-06,fresh
2025.10.19.10.23pm_IMG_12.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_12.jpg,0.9947577,0.0044690324,0.000767074,6.0047937e-06,fresh
2025.10.19.10.23pm_IMG_15.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_15.jpg,0.7828413,0.21356937,0.0033986676,0.00019064458,fresh
2025.10.19.10.23pm_IMG_16.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_16.jpg,0.72796017,0.26082048,0.010751651,0.00046770583,fresh
2025.10.19.10.23pm_IMG_17.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_17.jpg,0.8439125,0.15179713,0.0041877073,0.0001026791,fresh
2025.10.19.10.23pm_IMG_18.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_18.jpg,0.9256431,0.07352371,0.00080233073,3.0904725e-05,fresh
2025.10.19.10.23pm_IMG_19.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_19.jpg,0.46785527,0.529101,0.0030350497,8.647424e-06,slightly_aged
2025.10.19.10.23pm_IMG_20.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.23pm_IMG_20.jpg,0.9922897,0.0076269642,7.983627e-05,3.4733837e-06,fresh
2025.10.19.10.24pm_IMG_21.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_21.jpg,0.56982493,0.42419302,0.0059153773,6.665295e-05,fresh
2025.10.19.10.24pm_IMG_22.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_22.jpg,0.9651138,0.032294966,0.0023617367,0.00022953111,fresh
2025.10.19.10.24pm_IMG_23.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_23.jpg,0.78600425,0.20189285,0.011968097,0.00013481968,fresh
2025.10.19.10.24pm_IMG_24.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_24.jpg,0.97530705,0.024319207,0.00037193944,1.8162127e-06,fresh
2025.10.19.10.24pm_IMG_25.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_25.jpg,0.98854965,0.0068829684,0.0045449175,2.2511022e-05,fresh
2025.10.19.10.24pm_IMG_26.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_26.jpg,0.99772257,0.0018029906,0.00046257066,1.1931766e-05,fresh
2025.10.19.10.24pm_IMG_27.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_27.jpg,0.9887472,0.010814074,0.00042707293,1.1834831e-05,fresh
2025.10.19.10.24pm_IMG_28.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_28.jpg,0.9949798,0.0043946914,0.00061509147,1.04788305e-05,fresh
2025.10.19.10.24pm_IMG_29.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_29.jpg,0.9926884,0.006936568,0.00037064613,4.435935e-06,fresh
2025.10.19.10.24pm_IMG_30.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_30.jpg,0.95421684,0.04396319,0.0017417946,7.830996e-05,fresh
2025.10.19.10.24pm_IMG_31.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_31.jpg,0.96907043,0.02911157,0.0017852996,3.267509e-05,fresh
2025.10.19.10.24pm_IMG_32.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_32.jpg,0.9948769,0.0042820736,0.00082909246,1.1843023e-05,fresh
2025.10.19.10.24pm_IMG_33.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_33.jpg,0.9917746,0.0054546427,0.002513474,0.00025739174,fresh
2025.10.19.10.24pm_IMG_34.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_34.jpg,0.8948203,0.10226173,0.0028815663,3.6398385e-05,fresh
2025.10.19.10.24pm_IMG_35.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_35.jpg,0.9992637,0.00057476753,0.00014951605,1.2038847e-05,fresh
2025.10.19.10.24pm_IMG_36.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_36.jpg,0.9967265,0.0027512428,0.00046407085,5.8151127e-05,fresh
2025.10.19.10.24pm_IMG_37.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_37.jpg,0.9777591,0.01799252,0.004198445,4.996772e-05,fresh
2025.10.19.10.24pm_IMG_38.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_38.jpg,0.99798054,0.001397235,0.00056793867,5.4307086e-05,fresh
2025.10.19.10.24pm_IMG_39.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_39.jpg,0.92374074,0.073623925,0.0025713881,6.3944586e-05,fresh
2025.10.19.10.24pm_IMG_40.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_40.jpg,0.99379647,0.005578998,0.0006140381,1.048567e-05,fresh
2025.10.19.10.24pm_IMG_41.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_41.jpg,0.91905487,0.075312324,0.0055901953,4.2635555e-05,fresh
2025.10.19.10.24pm_IMG_42.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_42.jpg,0.8892051,0.103429794,0.0072621047,0.00010298543,fresh
2025.10.19.10.24pm_IMG_43.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.24pm_IMG_43.jpg,0.22040246,0.7776159,0.0019679612,1.366955e-05,slightly_aged
2025.10.19.10.27pm_IMG_44.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.27pm_IMG_44.jpg,0.99989986,9.526054e-05,3.7699167e-06,1.028619e-06,fresh
2025.10.19.10.28pm_IMG_45.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_45.jpg,0.9869767,0.012911959,0.00010719477,4.156234e-06,fresh
2025.10.19.10.28pm_IMG_46.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_46.jpg,0.94809103,0.051796295,9.238525e-05,2.0307589e-05,fresh
2025.10.19.10.28pm_IMG_47.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_47.jpg,0.99719536,0.0027729853,1.7569677e-05,1.4019609e-05,fresh
2025.10.19.10.28pm_IMG_48.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_48.jpg,0.9095589,0.09041045,2.9088827e-05,1.5949846e-06,fresh
2025.10.19.10.28pm_IMG_49.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_49.jpg,0.8858451,0.114122204,3.136874e-05,1.2609826e-06,fresh
2025.10.19.10.28pm_IMG_50.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_50.jpg,0.9944411,0.0055563096,2.0058185e-06,5.890474e-07,fresh
2025.10.19.10.28pm_IMG_51.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_51.jpg,0.9846414,0.015357733,8.080088e-07,4.2568534e-08,fresh
2025.10.19.10.28pm_IMG_52.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_52.jpg,0.88470244,0.115220085,6.9608766e-05,7.948316e-06,fresh
2025.10.19.10.28pm_IMG_53.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_53.jpg,0.88895726,0.110979386,5.9219117e-05,4.099335e-06,fresh
2025.10.19.10.28pm_IMG_54.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_54.jpg,0.9692898,0.030705854,4.246473e-06,1.6445057e-07,fresh
2025.10.19.10.28pm_IMG_55.jpg,fresh,5.0,88.0,0,2025-09-19,0,7,/content/drive/MyDrive/spoilage_dataset/dataset_root/fresh/2025.10.19.10.28pm_IMG_55.jpg,0.9627248,0.037256066,1.7470029e-05,1.6650308e-06,fresh
